rodzaj;kod pocztowy;miasto;ulica;Lat;Long
POZ;19-300;E£K;SIKORSKIEGO 5;53.8309;22.346442
STM;19-300;E£K;SIKORSKIEGO 5;53.8309;22.346442
STM;19-300;E£K;ROOSEVELTA 1/4;53.821919;22.346666
ZPO;19-300;E£K;WOJSKA POLSKIEGO 34;53.821053;22.347249
POZ;19-300;E£K;GRODZIE—SKA 1;53.832553;22.347317
POZ;19-300;E£K;NADJEZIORNA 23/A2;53.819197;22.347358
POZ;19-300;E£K;PI£SUDSKIEGO 8;53.826266;22.347633
POZ;19-300;E£K;ARMII KRAJOWEJ 1;53.821957;22.348404
ZPO;19-300;E£K;PI£SUDSKIEGO 9/3;53.826916;22.348675
POZ;19-300;E£K;PI£SUDSKIEGO 3;53.82554;22.349176
RTM;19-300;E£K;PI£SUDSKIEGO 1;53.825176;22.349428
ZPO;19-300;E£K;MONIUSZKI 3/1;53.826514;22.349537
AOS;19-300;E£K;MICKIEWICZA 10B;53.824531;22.349538
REH;19-300;E£K;MICKIEWICZA 10B;53.824531;22.349538
ZPO;19-300;E£K;MICKIEWICZA 10B;53.824531;22.349538
POZ;19-300;E£K;SIKORSKIEGO 7;53.831506;22.349597
POZ;19-300;E£K;KOLBEGO 11;53.800906;22.349794
STM;19-300;E£K;TORU—SKA 10;53.829643;22.350094
STM;19-300;E£K;ARMII KRAJOWEJ 9;53.822995;22.350288
STM;19-300;E£K;S£OWACKIEGO 15/E;53.82176;22.350401
AOS;19-300;E£K;KONOPNICKIEJ 1;53.825335;22.350441
AOS;19-300;E£K;KONOPNICKIEJ 1/213;53.825335;22.350441
AOS;19-300;E£K;KONOPNICKIEJ 1/70;53.825335;22.350441
STM;19-300;E£K;KONOPNICKIEJ 1/317;53.825335;22.350441
STM;19-300;E£K;KONOPNICKIEJ 1/P. 316;53.825335;22.350441
ZPO;19-300;E£K;KONOPNICKIEJ 1;53.825335;22.350441
ZPO;19-300;E£K;MARII KONOPNICKIEJ 1/208;53.825335;22.350441
ZPO;19-300;E£K;MARII KONOPNICKIEJ 1/41;53.825335;22.350441
AOS;19-300;E£K;KOåCIUSZKI 1;53.819811;22.350809
POZ;19-300;E£K;KOåCIUSZKI 1;53.819811;22.350809
STM;19-300;E£K;KOåCIUSZKI 1;53.819811;22.350809
ZPO;19-300;E£K;KOåCIUSZKI 1;53.819811;22.350809
STM;19-300;E£K;S£OWACKIEGO 15K;53.82194;22.35098
ZPO;19-300;E£K;MICKIEWICZA 19;53.825534;22.352111
POZ;19-300;E£K;MA£ECKICH 1A;53.823619;22.352201
ZPO;19-300;E£K;CHOPINA 4/1;53.821829;22.352446
ZPO;19-300;E£K;GDA—SKA 21;53.829328;22.352895
AOS;19-300;E£K;GDA—SKA 25;53.829792;22.352924
AOS;19-300;E£K;GDA—SKA 17;53.828863;22.352963
REH;19-300;E£K;GDA—SKA 17;53.828863;22.352963
SZP;19-300;E£K;GDA—SKA 17;53.828863;22.352963
ZPO;19-300;E£K;CHOPINA 9;53.821957;22.353125
ZPO;19-300;E£K;KOåCIUSZKI 10;53.820124;22.353224
ZPO;19-300;E£K;CHOPINA 11/2;53.821773;22.353242
ZPO;19-300;E£K;F.CHOPINA 14;53.820764;22.353322
ZPO;19-300;E£K;ARMII KRAJOWEJ 20;53.822847;22.353444
ZPO;19-300;E£K;GDA—SKA 10;53.826918;22.353482
ZPO;19-300;E£K;GDA—SKA 24A/3;53.828251;22.353502
POZ;19-300;E£K;JANA PAW£A II 26;53.800125;22.35375
OPH;19-300;E£K;ORZESZKOWEJ 6;53.824844;22.353986
SOK;19-300;E£K;ORZESZKOWEJ 6;53.824844;22.353986
SPO;19-300;E£K;ORZESZKOWEJ 6;53.824844;22.353986
ZPO;19-300;E£K;ORZESZKOWEJ 36/3;53.821434;22.354496
AOS;19-300;E£K;ARMII KRAJOWEJ 28;53.82311;22.35477
ZPO;19-300;E£K;ARMII KRAJOWEJ 28;53.82311;22.35477
AOS;19-300;E£K;JANA PAW£A II 24;53.800344;22.354875
STM;19-300;E£K;JANA PAW£A II 24/1;53.800344;22.354875
STM;19-301;E£K;JANA PAW£A II 24/5;53.800344;22.354875
STM;19-300;E£K;ARMII KRAJOWEJ 21A/3;53.823639;22.355497
AOS;19-300;E£K;WAWELSKA 22;53.826602;22.355732
POZ;19-300;E£K;JANA PAW£A II 15A;53.800819;22.356804
STM;19-300;E£K;JANA  PAW£A II 16;53.801593;22.356889
POZ;19-300;E£K;KOSZYKOWA 1;53.811646;22.356964
STM;19-300;E£K;KILI—SKIEGO 2;53.816731;22.357065
POZ;19-300;E£K;BAHRKEGO 4;53.835902;22.357481
PSY;19-300;E£K;ARMII KRAJOWEJ 29/31;53.824084;22.357518
ZPO;19-300;E£K;ARMII KRAJOWEJ 31;53.824157;22.357837
STM;19-300;E£K;MATKI TERESY Z KALKUTY 3/4A;53.799059;22.357923
AOS;19-300;E£K;ARMII KRAJOWEJ 33;53.824274;22.35833
AOS;19-300;E£K;ARMII KRAJOWEJ 33/001;53.824274;22.35833
STM;19-300;E£K;ARMII KRAJOWEJ 33/001;53.824274;22.35833
STM;19-300;E£K;GEN. GROTA ROWECKIEGO 1;53.835954;22.358377
AOS;19-300;E£K;KOSZYKOWA 6;53.811773;22.358379
AOS;19-301;E£K;KILI—SKIEGO 36;53.812056;22.359353
POZ;19-300;E£K;KILI—SKIEGO 36;53.812056;22.359353
STM;19-300;E£K;KILI—SKIEGO 36;53.812056;22.359353
STM;19-300;E£K;KILI—SKIEGO 36/25;53.812056;22.359353
POZ;19-300;E£K;PIWNIKA PONUREGO 1;53.83782;22.360252
STM;19-300;E£K;PIWNIKA PONUREGO 1;53.83782;22.360252
ZPO;19-300;E£K;KILI—SKIEGO 42;53.810482;22.361077
ZPO;19-300;E£K;PLAC MIEJSKI 1;53.822955;22.361362
AOS;19-300;E£K;MATEJKI 4;53.812963;22.36187
ZPO;19-300;E£K;KILI—SKIEGO 21;53.811339;22.362023
ZPO;19-300;E£K;TARGOWA 30;53.815641;22.362198
STM;19-300;E£K;GROTA ROWECKIEGO 8;53.836478;22.362746
POZ;19-300;E£K;KILI—SKIEGO 48;53.808508;22.363373
STM;19-300;E£K;KILI—SKIEGO 48;53.808508;22.363373
AOS;19-300;E£K;SUWALSKA 11;53.828059;22.363852
POZ;19-300;E£K;SUWALSKA 11;53.828059;22.363852
AOS;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
POZ;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
PSY;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
REH;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
STM;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
SZP;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
ZPO;19-300;E£K;KOåCIUSZKI 30;53.820852;22.364016
ZPO;19-300;E£K;KOåCIUSZKI 30/BUD.16;53.820852;22.364016
POZ;19-300;E£K;SUWALSKA 15;53.828578;22.365536
POZ;19-300;E£K;GRAJEWSKA 16A;53.803275;22.365934
STM;19-300;E£K;KILI—SKIEGO 43;53.808592;22.365947
ZPO;19-300;E£K;KILI—SKIEGO 43;53.808592;22.365947
AOS;19-300;E£K;KOCHANOWSKIEGO 68A;53.809243;22.366225
POZ;19-300;E£K;KOCHANOWSKIEGO 68A;53.809243;22.366225
PSY;19-300;E£K;KOCHANOWSKIEGO 68A;53.809243;22.366225
SZP;19-300;E£K;KOCHANOWSKIEGO 68A;53.809243;22.366225
STM;19-300;E£K;SUWALSKA 46;53.83032;22.376261
AOS;19-300;E£K;WRZOSOWA 2-4;53.813859;22.384305
POZ;19-500;POGORZEL;POGORZEL 4;54.20629;22.41144
STM;19-420;KOWALE OLECKIE;KOåCIUSZKI 88;54.170034;22.414763
RTM;19-420;KOWALE OLECKIE;KOåCIUSZKI 50;54.164515;22.41566
AOS;19-420;KOWALE OLECKIE;WITOSA 1;54.164395;22.421078
POZ;19-420;KOWALE OLECKIE;WITOSA 1;54.164395;22.421078
REH;19-420;KOWALE OLECKIE;WITOSA 1;54.164395;22.421078
STM;19-420;KOWALE OLECKIE;WITOSA 1;54.164395;22.421078
POZ;19-335;PROSTKI;1 MAJA 19;53.694129;22.438966
POZ;19-400;G•SKI;14;53.945952;22.439054
AOS;19-335;PROSTKI;1 MAJA 15;53.694197;22.440308
POZ;19-335;PROSTKI;1 MAJA 15;53.694197;22.440308
POZ;19-335;PROSTKI;1 MAJA 15A;53.694197;22.440308
ZPO;19-335;PROSTKI;1 MAJA 15A;53.694197;22.440308
STM;19-325;PROSTKI;1-GO MAJA 15;53.69398;22.44071
POZ;19-300;CHE£CHY;26;53.88018;22.463751
OPH;19-400;OLECKO-KOLONIA;OLECKO KOLONIA 4;54.058408;22.484435
POZ;19-400;OLECKO;OSIEDLE SIEJNIK I 14;54.023978;22.489466
STM;19-400;OLECKO;OSIEDLE SIEJNIK I 14;54.023978;22.489466
ZPO;19-400;OLECKO;OS. SIEJNIK I 8;54.024613;22.490021
REH;19-400;OLECKO;KASZTANOWA 2;54.041275;22.49159
ZPO;19-400;OLECKO;KASZTANOWA 2;54.041275;22.49159
OPH;19-400;OLECKO;OLECKO KOLONIA 4;54.081486;22.493323
PSY;19-400;OLECKO;OLECKO KOLONIA 4;54.081486;22.493323
SPO;19-400;OLECKO;OLECKO KOLONIA 4;54.081486;22.493323
POZ;19-400;OLECKO;GO£DAPSKA 29;54.046808;22.494288
POZ;19-400;KIJEWO;29;53.916412;22.49686
AOS;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
POZ;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
REH;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
RTM;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
SOK;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
SZP;19-400;OLECKO;GO£DAPSKA 1;54.042344;22.497124
POZ;19-400;OLECKO;S£OWIA—SKA 2;54.040814;22.498119
POZ;19-400;OLECKO;KOLEJOWA 33;54.034015;22.498414
ZPO;19-400;OLECKO;ZIELONA 37;54.039244;22.499766
STM;19-400;OLECKO;ZIELONA 13;54.037859;22.500407
AOS;19-400;OLECKO;11 LISTOPADA 23;54.038861;22.500552
POZ;19-400;OLECKO;11 LISTOPADA 23;54.038861;22.500552
PSY;19-400;OLECKO;11 LISTOPADA 23;54.038861;22.500552
STM;19-400;OLECKO;11 LISTOPADA 23;54.038861;22.500552
STM;19-420;OLECKO;11 LISTOPADA 23;54.038861;22.500552
ZPO;19-400;OLECKO;11 LISTOPADA 23;54.038861;22.500552
STM;19-400;OLECKO;ZIELONA 3B;54.036316;22.500914
ZPO;19-400;OLECKO;11 LISTOPADA 9;54.038373;22.501989
STM;19-400;OLECKO;KOLEJOWA 6;54.035458;22.502859
POZ;19-400;BABKI OLECKIE;12;54.085403;22.502989
ZPO;19-400;OLECKO-KOLONIA;PLAC WOLNOåCI 7 B;54.037468;22.503076
ZPO;19-400;OLECKO;SK£ADOWA 6;54.0393;22.503328
PSY;19-400;OLECKO;NOCZNICKIEGO 15;54.034443;22.506894
AOS;19-400;OLECKO;11-GO LISTOPADA 23/9;54.033728;22.506943
POZ;19-400;OLECKO;11 LISTOPADA 23/22;54.033728;22.506943
PRO;19-400;OLECKO;11 LISTOPADA 23/22;54.033728;22.506943
REH;19-400;OLECKO;11 LISTOPADA 23/3;54.033728;22.506943
STM;19-400;OLECKO;11 LISTOPADA 23/1;54.033728;22.506943
ZPO;19-400;OLECKO;11-GO LISTOPADA 23/32;54.033728;22.506943
STM;19-400;OLECKO;KOåCIUSZKI 20;54.029181;22.508184
POZ;19-400;OLECKO;KOåCIUSZKI 21;54.029755;22.508977
POZ;19-400;OLECKO;PLAC ZAMKOWY 2;54.040638;22.51005
POZ;19-400;OLECKO-KOLONIA;ALEJE LIPOWE 1;54.035562;22.51013
POZ;19-400;OLECKO;KOåCIUSZKI 32;54.027202;22.5104
POZ;19-400;OLECKO;M£YNOWA 8;54.037052;22.510514
POZ;19-400;JUDZIKI;5;54.114567;22.511143
STM;19-400;OLECKO;KOåCIUSZKI 29;54.027623;22.5113
POZ;19-335;WIåNIOWO E£CKIE;43;53.749607;22.52867
STM;19-335;WIåNIOWO E£CKIE;43;53.749607;22.52867
AOS;19-404;WIELICZKI;JEZIORNA 14;53.98542;22.553837
POZ;19-404;WIELICZKI;JEZIORNA 14;53.98542;22.553837
STM;19-404;WIELICZKI;JEZIORNA 14;53.98542;22.553837
POZ;19-404;WIELICZKI;LIPOWA 10;53.984415;22.561886
POZ;19-504;DUBENINKI;SZKOLNA 1;54.28659;22.562992
STM;19-504;DUBENINKI;MERECKIEGO 7A;54.287907;22.563048
STM;19-314;PISANICA;58;53.823455;22.574058
POZ;19-312;PISANICA;PISANICA 58;53.82346;22.57406
POZ;19-504;DUBENINKI;HENRYKA MERECKIEGO 7A;54.316969;22.622662
POZ;19-314;KALINOWO;SZKOLNA 1;53.872328;22.671915
RTM;19-314;KALINOWO;SZKOLNA 1;53.872328;22.671915
STM;19-314;KALINOWO;SZKOLNA 1;53.872328;22.671915
POZ;19-314;BORZYMY;5;53.82375;22.68451
POZ;19-505;ØYTKIEJMY;KAROLA åWIERCZEWSKIEGO 16;54.352914;22.696336
POZ;13-100;£YNA;25/1;53.4384975;20.4083464
